shift_id,staff_id,staff_type,department_id,shift_date,shift_type,hours_worked
SHF-727652,EMP-589273,Employee,DEP-019,2025-12-02,Morning,8.0
SHF-727653,EMP-954983,Employee,DEP-008,2026-03-30,Morning,10.0
SHF-727660,DOC-405128,Doctor,DEP-020,2026-01-24,Night,12.0
SHF-727686,NUR-698302,Nurse,DEP-014,2025-10-14,Afternoon,8.0
SHF-727692,NUR-366062,Nurse,DEP-003,2025-04-08,Afternoon,12.0
SHF-727732,EMP-104890,Employee,DEP-017,2025-09-19,Night,12.0
SHF-727735,NUR-213747,Nurse,DEP-006,2023-03-16,Morning,8.0
SHF-727808,NUR-227245,Nurse,DEP-020,2024-05-04,Morning,8.0
SHF-727867,EMP-681414,Employee,DEP-003,2023-02-24,Night,12.0
SHF-727914,NUR-621583,Nurse,DEP-018,2024-08-09,Night,8.0
SHF-727956,NUR-156045,Nurse,DEP-004,2023-10-11,Afternoon,12.0
SHF-727993,DOC-818337,Doctor,DEP-012,2023-12-25,Night,10.0
SHF-728053,EMP-681414,Employee,DEP-002,2024-04-13,Morning,8.0
SHF-728065,NUR-211828,Nurse,DEP-020,2024-05-03,Afternoon,10.0
SHF-728108,DOC-574457,Doctor,DEP-007,2024-12-24,Afternoon,8.0
SHF-728128,EMP-140432,Employee,DEP-009,2024-03-30,Night,12.0
SHF-728129,DOC-304537,Doctor,DEP-010,2025-08-22,Afternoon,10.0
SHF-728152,EMP-882272,Employee,DEP-007,2023-07-12,Night,12.0
SHF-728158,EMP-985560,Employee,DEP-016,2024-05-24,Morning,12.0
SHF-728216,NUR-170400,Nurse,DEP-003,2024-05-10,Morning,12.0
SHF-728368,NUR-914937,Nurse,DEP-012,2024-08-21,Night,12.0
SHF-728410,NUR-192482,Nurse,DEP-015,2025-08-07,Night,8.0
SHF-728451,NUR-665659,Nurse,DEP-017,2023-07-13,Night,8.0
SHF-728465,EMP-844910,Employee,DEP-018,2024-04-28,Night,10.0
SHF-728470,NUR-910217,Nurse,DEP-001,2026-03-21,Night,8.0
SHF-728492,DOC-602038,Doctor,DEP-006,2025-04-01,Morning,10.0
SHF-728535,NUR-673308,Nurse,DEP-001,2026-03-23,Afternoon,12.0
SHF-728575,NUR-235833,Nurse,DEP-013,2025-06-13,Afternoon,12.0
SHF-728640,DOC-292114,Doctor,DEP-012,2023-01-05,Night,12.0
SHF-728671,EMP-665837,Employee,DEP-013,2024-05-27,Afternoon,10.0
SHF-728701,EMP-440235,Employee,DEP-006,2026-05-29,Morning,8.0
SHF-728759,NUR-904868,Nurse,DEP-010,2026-03-15,Afternoon,8.0
SHF-728763,NUR-669383,Nurse,DEP-008,2026-03-15,Afternoon,10.0
SHF-728777,DOC-154721,Doctor,DEP-015,2025-06-27,Night,10.0
SHF-728793,NUR-450400,Nurse,DEP-007,2023-05-15,Night,12.0
SHF-728828,NUR-102660,Nurse,DEP-016,2026-02-10,Afternoon,10.0
SHF-728921,DOC-425744,Doctor,DEP-014,2026-01-05,Night,12.0
SHF-728923,DOC-456407,Doctor,DEP-018,2024-06-08,Morning,8.0
SHF-728931,NUR-234067,Nurse,DEP-010,2024-11-30,Night,10.0
SHF-728992,NUR-414973,Nurse,DEP-009,2024-07-16,Night,8.0
SHF-729065,EMP-912409,Employee,DEP-007,2024-09-12,Night,10.0
SHF-729078,DOC-233306,Doctor,DEP-017,2026-05-26,Afternoon,12.0
SHF-729124,NUR-365142,Nurse,DEP-013,2024-04-23,Afternoon,8.0
SHF-729187,NUR-689532,Nurse,DEP-014,2024-10-27,Morning,8.0
SHF-729203,NUR-557092,Nurse,DEP-002,2026-05-27,Night,12.0
SHF-729340,EMP-420392,Employee,DEP-001,2026-05-18,Morning,8.0
SHF-729370,DOC-360250,Doctor,DEP-001,2025-12-24,Morning,8.0
SHF-729386,EMP-922964,Employee,DEP-003,2023-05-17,Afternoon,10.0
SHF-729469,NUR-538830,Nurse,DEP-016,2025-01-20,Morning,8.0
SHF-729500,NUR-219249,Nurse,DEP-009,2024-10-04,Afternoon,10.0
SHF-729508,NUR-355359,Nurse,DEP-004,2025-05-14,Night,12.0
SHF-729521,EMP-129293,Employee,DEP-014,2024-05-28,Afternoon,10.0
SHF-729551,DOC-559113,Doctor,DEP-004,2025-08-13,Night,12.0
SHF-729553,NUR-557092,Nurse,DEP-020,2025-05-08,Morning,8.0
SHF-729691,EMP-786397,Employee,DEP-005,2025-01-16,Night,12.0
SHF-729757,EMP-129293,Employee,DEP-010,2026-07-17,Night,8.0
SHF-729764,DOC-304537,Doctor,DEP-008,2024-03-11,Night,8.0
SHF-729807,NUR-423028,Nurse,DEP-015,2024-09-03,Morning,10.0
SHF-729814,NUR-750503,Nurse,DEP-013,2026-06-13,Afternoon,8.0
SHF-729827,NUR-940600,Nurse,DEP-003,2025-11-18,Night,12.0
SHF-729842,DOC-855643,Doctor,DEP-009,2025-10-20,Morning,8.0
SHF-729855,DOC-566845,Doctor,DEP-014,2023-05-04,Afternoon,12.0
SHF-729858,DOC-904526,Doctor,DEP-014,2024-12-07,Morning,12.0
SHF-729873,NUR-709034,Nurse,DEP-012,2026-03-09,Morning,10.0
SHF-729910,NUR-603037,Nurse,DEP-002,2023-11-15,Night,10.0
SHF-729930,DOC-299580,Doctor,DEP-002,2023-09-17,Morning,8.0
SHF-730035,EMP-928765,Employee,DEP-001,2024-02-08,Morning,10.0
SHF-730059,NUR-965619,Nurse,DEP-004,2025-09-08,Afternoon,8.0
SHF-730087,DOC-412884,Doctor,DEP-007,2024-05-28,Morning,12.0
SHF-730089,NUR-478214,Nurse,DEP-004,2024-08-01,Night,10.0
SHF-730100,NUR-502491,Nurse,DEP-002,2024-05-01,Afternoon,10.0
SHF-730150,EMP-458699,Employee,DEP-017,2024-09-01,Morning,12.0
SHF-730160,EMP-387700,Employee,DEP-007,2023-06-01,Afternoon,12.0
SHF-730179,NUR-219249,Nurse,DEP-012,2025-08-15,Afternoon,8.0
SHF-730250,EMP-296562,Employee,DEP-010,2025-01-28,Afternoon,12.0
SHF-730301,NUR-704964,Nurse,DEP-006,2026-06-03,Night,8.0
SHF-730383,EMP-928851,Employee,DEP-014,2026-01-20,Morning,10.0
SHF-730398,DOC-691194,Doctor,DEP-020,2025-06-30,Morning,10.0
SHF-730425,NUR-245995,Nurse,DEP-017,2026-06-01,Morning,12.0
SHF-730428,NUR-719363,Nurse,DEP-009,2024-04-01,Morning,12.0
SHF-730442,DOC-223493,Doctor,DEP-010,2024-07-08,Afternoon,12.0
SHF-730447,DOC-960974,Doctor,DEP-010,2025-04-16,Afternoon,12.0
SHF-730482,EMP-499577,Employee,DEP-007,2025-10-21,Afternoon,8.0
SHF-730567,NUR-919772,Nurse,DEP-010,2023-02-25,Night,8.0
SHF-730610,NUR-398519,Nurse,DEP-003,2026-02-25,Morning,10.0
SHF-730633,DOC-505495,Doctor,DEP-010,2026-07-22,Night,10.0
SHF-730649,NUR-776836,Nurse,DEP-002,2025-01-07,Night,12.0
SHF-730673,DOC-779262,Doctor,DEP-015,2026-07-08,Afternoon,8.0
SHF-730676,EMP-733613,Employee,DEP-013,2024-06-16,Morning,12.0
SHF-730752,NUR-969042,Nurse,DEP-009,2023-03-17,Afternoon,10.0
SHF-730874,DOC-732740,Doctor,DEP-002,2026-05-17,Night,8.0
SHF-730875,NUR-774359,Nurse,DEP-003,2023-11-19,Night,8.0
SHF-730909,NUR-384799,Nurse,DEP-006,2025-05-10,Afternoon,12.0
SHF-730964,EMP-180955,Employee,DEP-017,2026-07-17,Afternoon,8.0
SHF-730983,NUR-893669,Nurse,DEP-015,2026-01-13,Afternoon,10.0
SHF-731024,NUR-497975,Nurse,DEP-007,2026-07-30,Night,8.0
SHF-731032,DOC-966258,Doctor,DEP-018,2026-08-01,Night,8.0
SHF-731060,DOC-418960,Doctor,DEP-014,2024-07-12,Morning,10.0
SHF-731068,NUR-280557,Nurse,DEP-005,2024-09-18,Afternoon,12.0
SHF-731082,DOC-104209,Doctor,DEP-013,2026-03-16,Night,10.0
SHF-731116,NUR-138714,Nurse,DEP-007,2024-08-14,Morning,8.0
SHF-731145,NUR-205774,Nurse,DEP-010,2025-07-05,Afternoon,12.0
SHF-731185,EMP-488016,Employee,DEP-017,2026-03-06,Morning,12.0
SHF-731228,NUR-757676,Nurse,DEP-019,2025-05-05,Morning,12.0
SHF-731238,NUR-639783,Nurse,DEP-018,2025-10-10,Night,10.0
SHF-731283,EMP-740105,Employee,DEP-016,2025-03-23,Night,10.0
SHF-731305,NUR-793670,Nurse,DEP-002,2026-01-30,Night,8.0
SHF-731328,EMP-465122,Employee,DEP-017,2025-02-03,Afternoon,8.0
SHF-731384,DOC-733162,Doctor,DEP-006,2023-11-01,Morning,10.0
SHF-731460,DOC-854036,Doctor,DEP-019,2025-05-18,Afternoon,12.0
SHF-731466,NUR-703479,Nurse,DEP-006,2025-03-29,Afternoon,8.0
SHF-731562,EMP-708912,Employee,DEP-004,2025-09-21,Night,8.0
SHF-731643,EMP-440235,Employee,DEP-003,2025-12-13,Morning,10.0
SHF-731655,DOC-588473,Doctor,DEP-009,2025-02-04,Afternoon,10.0
SHF-731697,DOC-472843,Doctor,DEP-003,2023-03-25,Afternoon,8.0
SHF-731728,DOC-267366,Doctor,DEP-016,2025-10-25,Morning,8.0
SHF-731778,NUR-323860,Nurse,DEP-005,2023-11-26,Night,8.0
SHF-731806,NUR-499546,Nurse,DEP-010,2023-11-28,Morning,8.0
SHF-731810,NUR-960099,Nurse,DEP-014,2024-01-18,Afternoon,8.0
SHF-731895,NUR-729356,Nurse,DEP-005,2024-12-29,Morning,8.0
SHF-732012,DOC-203881,Doctor,DEP-013,2025-07-19,Morning,8.0
SHF-732045,EMP-474209,Employee,DEP-008,2026-01-05,Afternoon,8.0
SHF-732058,EMP-472306,Employee,DEP-013,2024-05-14,Morning,10.0
SHF-732079,DOC-796014,Doctor,DEP-017,2024-10-28,Night,10.0
SHF-732085,EMP-989443,Employee,DEP-017,2023-11-25,Morning,8.0
SHF-732104,DOC-289444,Doctor,DEP-012,2025-12-28,Afternoon,8.0
SHF-732134,NUR-144695,Nurse,DEP-015,2025-12-24,Night,12.0
SHF-732204,NUR-157415,Nurse,DEP-012,2025-10-17,Morning,8.0
SHF-732227,NUR-373614,Nurse,DEP-020,2024-11-04,Afternoon,8.0
SHF-732228,NUR-785390,Nurse,DEP-016,2023-06-08,Afternoon,8.0
SHF-732245,EMP-704144,Employee,DEP-006,2026-03-04,Morning,8.0
SHF-732265,DOC-779688,Doctor,DEP-004,2024-09-14,Morning,12.0
SHF-732266,NUR-320358,Nurse,DEP-001,2026-07-28,Night,8.0
SHF-732276,NUR-349992,Nurse,DEP-016,2025-08-15,Night,10.0
SHF-732312,NUR-619628,Nurse,DEP-004,2023-04-27,Night,12.0
SHF-732353,NUR-532022,Nurse,DEP-004,2024-11-17,Morning,10.0
SHF-732409,NUR-946069,Nurse,DEP-020,2024-08-20,Night,12.0
SHF-732435,NUR-901032,Nurse,DEP-017,2025-05-08,Afternoon,10.0
SHF-732455,NUR-801516,Nurse,DEP-007,2023-08-02,Morning,12.0
SHF-732528,NUR-560615,Nurse,DEP-005,2025-01-19,Morning,8.0
SHF-732535,NUR-129741,Nurse,DEP-004,2024-04-26,Morning,8.0
SHF-732538,EMP-627481,Employee,DEP-020,2024-09-30,Night,12.0
SHF-732610,NUR-911397,Nurse,DEP-010,2025-06-06,Afternoon,10.0
SHF-732716,NUR-337588,Nurse,DEP-007,2024-01-22,Night,12.0
SHF-732836,EMP-276683,Employee,DEP-020,2025-12-30,Afternoon,12.0
SHF-732852,EMP-389470,Employee,DEP-018,2024-12-30,Night,8.0
SHF-732873,NUR-359747,Nurse,DEP-007,2026-05-16,Morning,12.0
SHF-733090,NUR-561315,Nurse,DEP-010,2024-04-23,Afternoon,12.0
SHF-733097,NUR-943577,Nurse,DEP-007,2025-06-18,Night,12.0
SHF-733134,NUR-167132,Nurse,DEP-015,2024-04-06,Morning,10.0
SHF-733155,EMP-749479,Employee,DEP-005,2023-12-02,Morning,8.0
SHF-733170,DOC-683722,Doctor,DEP-002,2025-04-13,Night,10.0
SHF-733195,NUR-656421,Nurse,DEP-019,2023-07-24,Night,12.0
SHF-733222,EMP-324301,Employee,DEP-010,2024-07-01,Night,12.0
SHF-733254,EMP-902129,Employee,DEP-002,2025-05-08,Night,8.0
SHF-733290,EMP-823644,Employee,DEP-017,2025-05-13,Night,10.0
SHF-733295,DOC-442820,Doctor,DEP-008,2023-05-15,Night,8.0
SHF-733297,EMP-435571,Employee,DEP-015,2024-08-02,Afternoon,10.0
SHF-733321,NUR-662297,Nurse,DEP-012,2025-09-13,Night,8.0
SHF-733357,NUR-497975,Nurse,DEP-015,2024-08-19,Afternoon,8.0
SHF-733365,DOC-378793,Doctor,DEP-012,2026-04-20,Afternoon,10.0
SHF-733407,EMP-762390,Employee,DEP-018,2025-03-12,Night,8.0
SHF-733415,EMP-339802,Employee,DEP-017,2026-05-28,Afternoon,8.0
SHF-733445,NUR-304948,Nurse,DEP-007,2026-02-10,Night,10.0
SHF-733457,EMP-321389,Employee,DEP-019,2023-08-17,Night,12.0
SHF-733458,NUR-167455,Nurse,DEP-005,2024-12-20,Afternoon,12.0
SHF-733465,NUR-397503,Nurse,DEP-002,2025-12-31,Night,10.0
SHF-733588,DOC-727886,Doctor,DEP-017,2024-09-03,Morning,12.0
SHF-733844,EMP-609190,Employee,DEP-012,2025-02-05,Night,8.0
SHF-733945,NUR-992720,Nurse,DEP-015,2025-05-19,Night,8.0
SHF-733976,EMP-976362,Employee,DEP-008,2023-03-01,Morning,12.0
SHF-734029,NUR-633532,Nurse,DEP-006,2023-05-13,Afternoon,10.0
SHF-734061,NUR-558914,Nurse,DEP-004,2025-03-23,Morning,10.0
SHF-734087,NUR-802875,Nurse,DEP-005,2025-12-01,Morning,10.0
SHF-734137,NUR-355785,Nurse,DEP-020,2025-08-30,Night,8.0
SHF-734258,DOC-571834,Doctor,DEP-004,2023-05-27,Night,12.0
SHF-734315,NUR-803894,Nurse,DEP-014,2024-11-07,Morning,12.0
SHF-734412,NUR-793670,Nurse,DEP-003,2024-01-31,Morning,10.0
SHF-734467,EMP-405432,Employee,DEP-004,2023-03-30,Afternoon,10.0
SHF-734471,EMP-870381,Employee,DEP-008,2025-06-15,Morning,10.0
SHF-734495,EMP-963029,Employee,DEP-012,2023-10-31,Night,8.0
SHF-734521,NUR-858296,Nurse,DEP-002,2026-04-10,Afternoon,12.0
SHF-734536,NUR-573563,Nurse,DEP-019,2024-08-25,Morning,12.0
SHF-734557,NUR-675679,Nurse,DEP-006,2023-01-25,Night,8.0
SHF-734576,NUR-847718,Nurse,DEP-001,2024-01-06,Afternoon,10.0
SHF-734587,EMP-884882,Employee,DEP-017,2023-07-18,Night,10.0
SHF-734665,NUR-323860,Nurse,DEP-012,2025-01-23,Night,12.0
SHF-734673,NUR-549485,Nurse,DEP-016,2025-07-14,Night,10.0
SHF-734686,NUR-170400,Nurse,DEP-017,2023-10-27,Afternoon,10.0
SHF-734766,NUR-761732,Nurse,DEP-016,2023-10-13,Afternoon,10.0
SHF-734784,NUR-787769,Nurse,DEP-011,2024-10-06,Morning,10.0
SHF-734808,DOC-881019,Doctor,DEP-006,2024-03-20,Morning,12.0
SHF-734841,NUR-797443,Nurse,DEP-012,2023-03-08,Morning,8.0
SHF-734865,NUR-829447,Nurse,DEP-015,2024-09-16,Morning,10.0
SHF-734923,NUR-475315,Nurse,DEP-004,2023-01-05,Morning,8.0
SHF-735030,EMP-300139,Employee,DEP-007,2025-02-01,Morning,12.0
SHF-735084,EMP-223183,Employee,DEP-014,2026-05-07,Afternoon,12.0
SHF-735096,NUR-195862,Nurse,DEP-019,2024-11-29,Night,8.0
SHF-735136,EMP-672939,Employee,DEP-008,2025-04-06,Afternoon,12.0
SHF-735162,NUR-513697,Nurse,DEP-013,2024-12-19,Afternoon,10.0
SHF-735185,EMP-861728,Employee,DEP-019,2026-07-29,Afternoon,10.0
SHF-735202,EMP-459359,Employee,DEP-010,2023-11-16,Afternoon,12.0
SHF-735225,EMP-552092,Employee,DEP-006,2024-03-20,Night,12.0
SHF-735237,NUR-732549,Nurse,DEP-013,2025-08-02,Morning,12.0
SHF-735259,NUR-657050,Nurse,DEP-011,2023-08-05,Afternoon,12.0
SHF-735290,EMP-515747,Employee,DEP-007,2023-02-13,Night,12.0
SHF-735366,DOC-691194,Doctor,DEP-017,2023-10-11,Night,8.0
SHF-735380,NUR-336690,Nurse,DEP-019,2023-11-19,Morning,8.0
SHF-735436,EMP-180955,Employee,DEP-012,2023-07-03,Morning,12.0
SHF-735446,NUR-513697,Nurse,DEP-013,2024-01-24,Afternoon,12.0
SHF-735486,NUR-233667,Nurse,DEP-004,2024-01-02,Morning,12.0
SHF-735537,NUR-580611,Nurse,DEP-001,2024-01-29,Afternoon,8.0
SHF-735557,NUR-801516,Nurse,DEP-015,2023-07-27,Morning,12.0
SHF-735559,NUR-191085,Nurse,DEP-009,2025-02-25,Night,10.0
SHF-735605,NUR-810032,Nurse,DEP-006,2023-05-25,Morning,10.0
SHF-735664,NUR-137993,Nurse,DEP-020,2025-04-10,Afternoon,10.0
SHF-735677,NUR-932719,Nurse,DEP-003,2024-01-09,Morning,12.0
SHF-735731,EMP-253125,Employee,DEP-004,2025-07-28,Afternoon,10.0
SHF-735744,EMP-761705,Employee,DEP-001,2025-08-08,Afternoon,10.0
SHF-735869,NUR-384799,Nurse,DEP-010,2023-10-10,Afternoon,10.0
SHF-735884,NUR-355359,Nurse,DEP-011,2023-08-11,Morning,10.0
SHF-735888,NUR-638115,Nurse,DEP-017,2025-09-01,Morning,12.0
SHF-735910,NUR-435734,Nurse,DEP-004,2023-01-13,Morning,12.0
SHF-735948,DOC-729671,Doctor,DEP-017,2023-05-31,Night,8.0
SHF-735983,DOC-349444,Doctor,DEP-012,2025-11-20,Afternoon,12.0
SHF-736043,DOC-595065,Doctor,DEP-003,2024-09-09,Night,8.0
SHF-736053,NUR-934300,Nurse,DEP-020,2025-08-20,Night,12.0
SHF-736093,NUR-916315,Nurse,DEP-011,2024-09-12,Afternoon,12.0
SHF-736121,DOC-163016,Doctor,DEP-001,2025-12-02,Night,10.0
SHF-736147,NUR-974629,Nurse,DEP-012,2024-06-30,Afternoon,12.0
SHF-736176,NUR-586508,Nurse,DEP-002,2023-03-21,Afternoon,10.0
SHF-736233,NUR-432240,Nurse,DEP-017,2023-08-20,Afternoon,12.0
SHF-736235,EMP-175913,Employee,DEP-018,2026-02-02,Morning,8.0
SHF-736237,NUR-314508,Nurse,DEP-006,2023-07-11,Night,10.0
SHF-736391,EMP-199110,Employee,DEP-002,2023-07-29,Night,8.0
SHF-736392,EMP-154118,Employee,DEP-014,2024-10-17,Afternoon,8.0
SHF-736427,DOC-421782,Doctor,DEP-005,2024-03-29,Night,10.0
SHF-736437,EMP-704783,Employee,DEP-012,2024-12-17,Morning,12.0
SHF-736476,NUR-412456,Nurse,DEP-009,2024-04-20,Afternoon,8.0
SHF-736478,NUR-773730,Nurse,DEP-014,2025-07-08,Night,10.0
SHF-736519,NUR-632271,Nurse,DEP-008,2025-06-06,Night,8.0
SHF-736617,NUR-809582,Nurse,DEP-008,2023-05-20,Morning,12.0
SHF-736787,DOC-901267,Doctor,DEP-001,2024-04-09,Morning,8.0
SHF-736797,NUR-227245,Nurse,DEP-006,2025-07-11,Morning,10.0
SHF-736802,EMP-836319,Employee,DEP-012,2023-05-28,Morning,10.0
SHF-736821,NUR-134182,Nurse,DEP-008,2023-01-17,Morning,12.0
SHF-736844,DOC-518223,Doctor,DEP-005,2024-08-27,Morning,12.0
SHF-736854,NUR-809807,Nurse,DEP-009,2026-07-29,Afternoon,12.0
SHF-736855,EMP-722613,Employee,DEP-011,2026-06-25,Morning,8.0
SHF-736912,EMP-852414,Employee,DEP-008,2023-02-23,Afternoon,8.0
SHF-736955,NUR-245995,Nurse,DEP-018,2025-05-02,Night,8.0
SHF-736960,NUR-118050,Nurse,DEP-020,2026-03-25,Morning,12.0
SHF-736965,EMP-369702,Employee,DEP-007,2023-07-22,Morning,12.0
SHF-736993,DOC-403796,Doctor,DEP-015,2023-12-31,Night,12.0
SHF-737049,NUR-719363,Nurse,DEP-002,2024-05-26,Morning,10.0
SHF-737098,DOC-103924,Doctor,DEP-010,2024-01-24,Morning,8.0
SHF-737149,NUR-228058,Nurse,DEP-007,2026-01-08,Night,10.0
SHF-737157,EMP-486605,Employee,DEP-018,2025-04-04,Afternoon,8.0
SHF-737249,NUR-358411,Nurse,DEP-010,2023-09-26,Afternoon,10.0
SHF-737374,NUR-812145,Nurse,DEP-015,2024-11-28,Afternoon,12.0
SHF-737433,DOC-198183,Doctor,DEP-012,2026-02-19,Morning,12.0
SHF-737499,NUR-580859,Nurse,DEP-004,2023-12-30,Afternoon,12.0
SHF-737585,NUR-320454,Nurse,DEP-006,2023-08-12,Morning,8.0
SHF-737587,EMP-812383,Employee,DEP-011,2024-11-03,Morning,8.0
SHF-737667,NUR-795102,Nurse,DEP-007,2024-11-24,Morning,8.0
SHF-737682,EMP-959531,Employee,DEP-017,2026-04-11,Night,8.0
SHF-737683,DOC-830733,Doctor,DEP-009,2023-08-17,Night,12.0
SHF-737719,EMP-647181,Employee,DEP-007,2026-04-18,Morning,12.0
SHF-737792,NUR-853260,Nurse,DEP-017,2023-11-18,Afternoon,10.0
SHF-737808,EMP-955543,Employee,DEP-018,2024-11-10,Night,8.0
SHF-737810,DOC-561540,Doctor,DEP-008,2023-07-29,Afternoon,10.0
SHF-737823,NUR-925601,Nurse,DEP-011,2025-05-05,Morning,12.0
SHF-737898,DOC-154721,Doctor,DEP-017,2023-09-29,Afternoon,8.0
SHF-737921,EMP-173570,Employee,DEP-020,2025-09-02,Night,8.0
SHF-737957,EMP-884882,Employee,DEP-014,2025-11-25,Morning,10.0
SHF-737974,NUR-952982,Nurse,DEP-002,2025-04-22,Afternoon,8.0
SHF-738011,NUR-916765,Nurse,DEP-019,2025-04-20,Night,12.0
SHF-738173,NUR-561064,Nurse,DEP-015,2024-09-24,Night,10.0
SHF-738259,EMP-952757,Employee,DEP-010,2026-04-30,Night,8.0
SHF-738268,EMP-442420,Employee,DEP-006,2025-08-01,Afternoon,12.0
SHF-738300,NUR-933568,Nurse,DEP-012,2025-10-14,Night,12.0
SHF-738302,NUR-479434,Nurse,DEP-008,2024-10-27,Afternoon,12.0
SHF-738315,EMP-224378,Employee,DEP-005,2025-03-10,Night,8.0
SHF-738327,NUR-787769,Nurse,DEP-017,2026-04-11,Night,12.0
SHF-738341,NUR-281284,Nurse,DEP-010,2024-05-30,Morning,8.0
SHF-738361,NUR-435867,Nurse,DEP-008,2024-05-02,Night,12.0
SHF-738473,EMP-760650,Employee,DEP-006,2024-02-21,Night,10.0
SHF-738475,EMP-763983,Employee,DEP-020,2025-01-11,Night,10.0
SHF-738547,DOC-878855,Doctor,DEP-018,2024-03-26,Afternoon,10.0
SHF-738609,NUR-501115,Nurse,DEP-016,2023-09-17,Morning,10.0
SHF-738642,NUR-935629,Nurse,DEP-012,2023-04-07,Morning,12.0
SHF-738644,EMP-835331,Employee,DEP-007,2025-10-31,Afternoon,10.0
SHF-738661,NUR-193467,Nurse,DEP-013,2025-09-09,Morning,12.0
SHF-738703,EMP-238860,Employee,DEP-016,2025-10-03,Afternoon,8.0
SHF-738708,NUR-112592,Nurse,DEP-004,2025-01-25,Morning,10.0
SHF-738733,EMP-812383,Employee,DEP-012,2025-07-02,Morning,8.0
SHF-738751,EMP-749479,Employee,DEP-009,2024-12-08,Afternoon,8.0
SHF-738859,NUR-358963,Nurse,DEP-002,2024-03-21,Night,8.0
SHF-738983,EMP-442111,Employee,DEP-010,2025-08-25,Night,10.0
SHF-739096,NUR-313194,Nurse,DEP-016,2024-08-06,Night,10.0
SHF-739120,EMP-708912,Employee,DEP-003,2023-12-25,Night,8.0
SHF-739148,EMP-491248,Employee,DEP-009,2026-03-13,Afternoon,8.0
SHF-739214,NUR-249210,Nurse,DEP-002,2024-04-14,Morning,10.0
SHF-739242,NUR-818086,Nurse,DEP-005,2026-02-15,Night,10.0
SHF-739314,NUR-160277,Nurse,DEP-006,2025-05-24,Morning,12.0
SHF-739411,NUR-205303,Nurse,DEP-007,2026-03-09,Night,10.0
SHF-739434,DOC-386460,Doctor,DEP-017,2025-07-12,Night,12.0
SHF-739589,NUR-714421,Nurse,DEP-009,2025-10-14,Morning,12.0
SHF-739602,EMP-201878,Employee,DEP-018,2023-07-31,Night,10.0
SHF-739647,EMP-597470,Employee,DEP-011,2025-11-13,Afternoon,10.0
SHF-739694,EMP-862940,Employee,DEP-005,2024-01-31,Morning,12.0
SHF-739783,NUR-949626,Nurse,DEP-018,2024-08-18,Morning,12.0
SHF-739825,EMP-355158,Employee,DEP-014,2024-10-08,Night,12.0
SHF-739841,EMP-359800,Employee,DEP-004,2024-08-25,Morning,12.0
SHF-739844,NUR-231179,Nurse,DEP-019,2026-04-22,Morning,10.0
SHF-739876,NUR-196738,Nurse,DEP-006,2025-12-28,Afternoon,8.0
SHF-739993,EMP-687985,Employee,DEP-012,2024-03-19,Night,12.0
SHF-740040,NUR-481757,Nurse,DEP-002,2025-12-05,Afternoon,10.0
SHF-740054,NUR-192222,Nurse,DEP-014,2023-07-27,Afternoon,8.0
SHF-740157,EMP-643307,Employee,DEP-010,2025-10-06,Night,8.0
SHF-740159,NUR-586612,Nurse,DEP-014,2024-03-19,Morning,8.0
SHF-740163,DOC-853725,Doctor,DEP-013,2025-09-19,Night,12.0
SHF-740210,NUR-830895,Nurse,DEP-014,2024-02-14,Night,10.0
SHF-740269,EMP-301932,Employee,DEP-008,2026-05-11,Night,8.0
SHF-740416,NUR-992407,Nurse,DEP-010,2026-04-17,Afternoon,8.0
SHF-740465,EMP-590563,Employee,DEP-007,2024-06-20,Night,10.0
SHF-740477,EMP-479225,Employee,DEP-005,2024-12-01,Afternoon,8.0
SHF-740495,EMP-446812,Employee,DEP-020,2026-02-07,Afternoon,10.0
SHF-740539,DOC-360923,Doctor,DEP-020,2024-05-06,Night,12.0
SHF-740570,DOC-613533,Doctor,DEP-007,2023-01-18,Afternoon,8.0
SHF-740642,EMP-405432,Employee,DEP-020,2023-10-28,Night,10.0
SHF-740792,NUR-849904,Nurse,DEP-009,2023-09-06,Night,12.0
SHF-740897,DOC-254510,Doctor,DEP-014,2023-12-13,Afternoon,10.0
SHF-740972,NUR-748052,Nurse,DEP-008,2024-01-19,Morning,12.0
SHF-741187,NUR-929638,Nurse,DEP-018,2023-08-15,Afternoon,12.0
SHF-741199,NUR-335600,Nurse,DEP-010,2023-01-23,Night,10.0
SHF-741214,NUR-836261,Nurse,DEP-009,2023-10-15,Afternoon,10.0
SHF-741327,NUR-630265,Nurse,DEP-010,2024-04-11,Night,10.0
SHF-741337,NUR-143352,Nurse,DEP-020,2026-06-19,Afternoon,10.0
SHF-741358,NUR-756838,Nurse,DEP-008,2023-12-10,Afternoon,8.0
SHF-741368,DOC-173632,Doctor,DEP-017,2023-11-12,Morning,8.0
SHF-741369,NUR-965619,Nurse,DEP-003,2024-01-02,Afternoon,8.0
SHF-741417,EMP-761705,Employee,DEP-014,2026-01-01,Night,12.0
SHF-741419,DOC-901429,Doctor,DEP-006,2024-05-29,Morning,12.0
SHF-741438,NUR-444641,Nurse,DEP-006,2025-10-31,Morning,12.0
SHF-741483,EMP-852414,Employee,DEP-013,2023-01-16,Night,10.0
SHF-741489,EMP-362195,Employee,DEP-015,2023-01-03,Night,10.0
SHF-741507,NUR-669383,Nurse,DEP-001,2025-04-23,Morning,10.0
SHF-741539,NUR-397457,Nurse,DEP-017,2024-10-02,Night,8.0
